date,code,open,high,low,close,preclose,volume,amount,pctChg
2005-01-31,sh.000001,1210.7550,1210.7550,1190.1730,1191.8230,1213.6730,907806200,4668009630.0000,-1.800318
2005-02-01,sh.000001,1189.5010,1203.0660,1187.2600,1188.9310,1191.8230,934022200,4907930781.0000,-0.242651
2005-02-02,sh.000001,1189.5020,1253.1590,1189.5020,1252.5000,1188.9310,1905406200,10397266956.0000,5.346733
2005-02-03,sh.000001,1253.8130,1269.1550,1236.1790,1242.3070,1252.5000,2041522500,10897290873.0000,-0.813812
2005-02-04,sh.000001,1238.6090,1274.1150,1235.6400,1269.0040,1242.3070,1702829300,9664344703.0000,2.148987
2005-02-16,sh.000001,1276.0150,1291.4650,1270.3180,1278.8800,1269.0040,1444545500,7980113925.0000,0.778246
2005-02-17,sh.000001,1280.0280,1280.0280,1263.7110,1276.1340,1278.8800,1121861200,6103111134.0000,-0.214717
2005-02-18,sh.000001,1275.6640,1278.6240,1258.5610,1258.9690,1276.1340,1068805000,5785501661.0000,-1.345081
2005-02-21,sh.000001,1259.5280,1284.9370,1259.5090,1284.4800,1258.9690,1253692200,6930691886.0000,2.026340
2005-02-22,sh.000001,1285.6290,1312.5330,1282.7830,1309.2770,1284.4800,2260281500,12773513576.0000,1.930509
2005-02-23,sh.000001,1309.6240,1316.5880,1299.1460,1309.4750,1309.2770,2418912700,13699232367.0000,0.015123
2005-02-24,sh.000001,1307.0360,1310.9670,1296.9790,1309.9490,1309.4750,2011581500,11356347739.0000,0.036198
2005-02-25,sh.000001,1311.3670,1328.5330,1311.2050,1312.4450,1309.9490,2406961000,13978978564.0000,0.190540
2005-02-28,sh.000001,1311.4390,1315.1370,1298.9280,1306.0030,1312.4450,1765143200,10244600541.0000,-0.490832
2005-03-01,sh.000001,1305.2490,1308.7580,1295.6420,1303.4120,1306.0030,1398095200,7981055197.0000,-0.198397
2005-03-02,sh.000001,1303.3100,1316.7230,1285.9160,1287.4500,1303.4120,1862863500,10749393259.0000,-1.224635
2005-03-03,sh.000001,1285.1970,1295.2530,1276.8800,1294.3390,1287.4500,1282360900,6981237940.0000,0.535092
2005-03-04,sh.000001,1294.1560,1299.5960,1286.4810,1287.7140,1294.3390,1104995800,6269241707.0000,-0.511844
2005-03-07,sh.000001,1288.4080,1296.8800,1287.7400,1293.7390,1287.7140,1076224600,6283006027.0000,0.467885
2005-03-08,sh.000001,1298.2500,1318.8950,1296.9080,1318.2710,1293.7390,1798439800,11159503108.0000,1.896208
2005-03-09,sh.000001,1321.2080,1326.0760,1310.2350,1316.7910,1318.2710,2056718700,12224773496.0000,-0.112267
2005-03-10,sh.000001,1316.9000,1316.9000,1282.5280,1286.2330,1316.7910,1789766900,10537289289.0000,-2.320640
2005-03-11,sh.000001,1284.5130,1292.5290,1278.1530,1289.9410,1286.2330,1499671400,9039329495.0000,0.288284
2005-03-14,sh.000001,1288.9850,1304.1120,1271.5110,1293.5000,1289.9410,1869250200,11968377523.0000,0.275901
2005-03-15,sh.000001,1293.1320,1293.2590,1266.6370,1269.1440,1293.5000,1564271900,9678243152.0000,-1.882950
2005-03-16,sh.000001,1267.0520,1268.1870,1247.8930,1255.5890,1269.1440,1366337300,8330513791.0000,-1.068047
2005-03-17,sh.000001,1255.9850,1257.7940,1242.5130,1243.4750,1255.5890,1289554300,7813701046.0000,-0.964807
2005-03-18,sh.000001,1242.4530,1248.0340,1223.6150,1227.4030,1243.4750,1245243200,7341657941.0000,-1.292509
2005-03-21,sh.000001,1226.1430,1232.8170,1220.8240,1231.0460,1227.4030,996368700,5815375653.0000,0.296811
2005-03-22,sh.000001,1230.6820,1231.6760,1202.4270,1206.9220,1231.0460,1465330900,8148375027.0000,-1.959636
2005-03-23,sh.000001,1205.7550,1218.0110,1194.3220,1201.6490,1206.9220,1344060500,7851213142.0000,-0.436892
2005-03-24,sh.000001,1200.2570,1208.6080,1187.5810,1208.1920,1201.6490,1147719000,6700150732.0000,0.544499
2005-03-25,sh.000001,1207.2030,1211.1600,1199.8700,1205.6340,1208.1920,952758900,5076361282.0000,-0.211720
2005-03-28,sh.000001,1204.8500,1204.8500,1185.4560,1200.1130,1205.6340,902323300,4909951020.0000,-0.457933
2005-03-29,sh.000001,1199.6910,1209.2290,1194.5890,1195.0180,1200.1130,923316000,5191811880.0000,-0.424551
2005-03-30,sh.000001,1192.4470,1192.4470,1171.8110,1172.5740,1195.0180,1138348100,6153729562.0000,-1.878128
2005-03-31,sh.000001,1168.8280,1181.5310,1162.0310,1181.2360,1172.5740,1043779000,5371672145.0000,0.738716
2005-04-01,sh.000001,1180.3730,1237.8000,1173.5430,1223.5660,1181.2360,1966033200,10792487064.0000,3.583541
2005-04-04,sh.000001,1212.1180,1218.2750,1196.9450,1202.9670,1223.5660,1379440100,7947332071.0000,-1.683522
2005-04-05,sh.000001,1200.6910,1209.3410,1189.2550,1191.7450,1202.9670,1158268400,6448636873.0000,-0.932864
2005-04-06,sh.000001,1191.1980,1220.4150,1183.9060,1214.8680,1191.7450,1672796600,9920447929.0000,1.940268
2005-04-07,sh.000001,1216.7280,1248.0620,1213.6500,1225.4870,1214.8680,2427681400,14120362984.0000,0.874088
2005-04-08,sh.000001,1225.0490,1249.2030,1218.7590,1248.5210,1225.4870,1776899800,10084950499.0000,1.879574
2005-04-11,sh.000001,1248.1500,1252.8130,1235.3560,1240.9720,1248.5210,1930075700,11032464803.0000,-0.604631
2005-04-12,sh.000001,1239.1340,1239.1340,1218.5120,1219.5110,1240.9720,1307588100,7600585399.0000,-1.729375
2005-04-13,sh.000001,1228.9740,1254.3190,1228.9740,1248.2030,1219.5110,1954707100,11064208873.0000,2.352748
2005-04-14,sh.000001,1252.2060,1253.5980,1233.2370,1234.3320,1248.2030,1561619800,8614317309.0000,-1.111275
2005-04-15,sh.000001,1229.6800,1229.6800,1213.2030,1216.9620,1234.3320,1426229800,7801305382.0000,-1.407238
2005-04-18,sh.000001,1212.3920,1212.3920,1190.9840,1197.7350,1216.9620,1167117600,6296262216.0000,-1.579922
2005-04-19,sh.000001,1196.2810,1202.4920,1191.2310,1199.9020,1197.7350,1095012600,6108772712.0000,0.180924
2005-04-20,sh.000001,1198.9560,1198.9560,1178.6400,1184.1930,1199.9020,1118298400,5938905955.0000,-1.309189
2005-04-21,sh.000001,1182.2050,1190.5410,1167.9940,1172.5560,1184.1930,1326684400,7070086218.0000,-0.982692
2005-04-22,sh.000001,1171.0280,1177.8850,1163.4020,1169.1870,1172.5560,1357836300,7266510531.0000,-0.287323
2005-04-25,sh.000001,1166.3420,1166.3420,1146.4140,1157.9710,1169.1870,1354764800,6908598428.0000,-0.959305
2005-04-26,sh.000001,1155.6440,1169.1450,1151.6370,1165.3350,1157.9710,1397414100,7207425085.0000,0.635941
2005-04-27,sh.000001,1165.0990,1166.1980,1148.1380,1148.7570,1165.3350,1361286500,7082585050.0000,-1.422596
2005-04-28,sh.000001,1145.7460,1172.7100,1135.7330,1169.1180,1148.7570,1741974300,9044192155.0000,1.772445
2005-04-29,sh.000001,1168.3310,1170.1990,1155.9850,1159.1460,1169.1180,1410569600,7352285704.0000,-0.852955
2005-05-09,sh.000001,1160.6200,1165.3900,1130.4110,1130.8350,1159.1460,1086935000,5551480596.0000,-2.442405
2005-05-10,sh.000001,1126.8180,1135.7980,1108.4200,1135.5610,1130.8350,1316415400,6768361115.0000,0.417928
2005-05-11,sh.000001,1134.5950,1140.1710,1121.8670,1124.2710,1135.5610,1099556900,5633261021.0000,-0.994226
2005-05-12,sh.000001,1122.1780,1122.9160,1099.8400,1103.9930,1124.2710,1235588300,6506232863.0000,-1.803653
2005-05-13,sh.000001,1101.6060,1120.1690,1093.2810,1107.6270,1103.9930,1347494700,6567864533.0000,0.329161
2005-05-16,sh.000001,1105.3970,1105.3970,1082.1370,1095.4680,1107.6270,1022775900,5058195546.0000,-1.097746
2005-05-17,sh.000001,1091.2580,1108.1780,1083.9430,1099.6400,1095.4680,1156872700,5353712649.0000,0.380841
2005-05-18,sh.000001,1099.7400,1108.8440,1090.2990,1102.9650,1099.6400,1037840800,5061369090.0000,0.302367
2005-05-19,sh.000001,1101.7530,1107.2270,1083.1150,1103.4750,1102.9650,1065816600,5120491771.0000,0.046240
2005-05-20,sh.000001,1100.4910,1108.6100,1094.6690,1099.2690,1103.4750,958404100,4520424454.0000,-0.381153
2005-05-23,sh.000001,1095.3080,1095.3080,1069.4350,1070.8440,1099.2690,953394500,4305639056.0000,-2.585814
2005-05-24,sh.000001,1065.9980,1078.0980,1057.5360,1073.8470,1070.8440,1102945400,5065246159.0000,0.280438
2005-05-25,sh.000001,1072.5210,1082.1790,1064.8750,1072.1370,1073.8470,980759700,4489152091.0000,-0.159248
2005-05-26,sh.000001,1071.2120,1077.4410,1055.8160,1058.8670,1072.1370,949855600,4454779104.0000,-1.237717
2005-05-27,sh.000001,1056.3230,1068.2110,1050.0550,1051.9460,1058.8670,1014625100,4902913660.0000,-0.653614
2005-05-30,sh.000001,1049.7210,1063.9470,1043.2760,1060.1620,1051.9460,859981600,4083244334.0000,0.781023
2005-05-31,sh.000001,1061.6120,1070.5020,1057.7480,1060.7380,1060.1620,923922400,4241956998.0000,0.054336
2005-06-01,sh.000001,1059.6100,1063.5180,1035.7060,1039.1870,1060.7380,1006249000,4695648667.0000,-2.031701
2005-06-02,sh.000001,1036.7300,1036.7300,1008.7540,1016.0630,1039.1870,1146555600,5557807400.0000,-2.225203
2005-06-03,sh.000001,1013.9030,1019.9220,1000.5220,1013.6370,1016.0630,1001626800,4502218664.0000,-0.238761
2005-06-06,sh.000001,1010.3810,1034.8530,998.2280,1034.3780,1013.6370,1104359900,5027262794.0000,2.046199
2005-06-07,sh.000001,1036.6170,1055.6290,1029.5390,1030.9410,1034.3780,1570305300,7466015889.0000,-0.332278
2005-06-08,sh.000001,1044.1790,1118.6940,1040.1580,1115.5820,1030.9410,4028285200,19011909799.0000,8.210072
2005-06-09,sh.000001,1118.8060,1146.4170,1103.6810,1131.0520,1115.5820,4069092800,19595252127.0000,1.386717
2005-06-10,sh.000001,1130.5540,1130.5540,1101.8280,1108.2860,1131.0520,2841080100,13613185618.0000,-2.012816
2005-06-13,sh.000001,1105.9610,1112.1010,1085.8660,1106.2910,1108.2860,1920377900,8935488315.0000,-0.180007
2005-06-14,sh.000001,1108.3370,1119.6760,1092.4020,1093.4640,1106.2910,1836825500,8745408882.0000,-1.159462
2005-06-15,sh.000001,1090.4580,1090.4580,1070.0650,1072.8360,1093.4640,1526763300,7353765066.0000,-1.886475
2005-06-16,sh.000001,1071.7720,1086.3480,1064.0270,1086.0100,1072.8360,1448308300,7028492934.0000,1.227956
2005-06-17,sh.000001,1090.1140,1094.6690,1079.0780,1085.6100,1086.0100,1675256200,8420848126.0000,-0.036834
2005-06-20,sh.000001,1087.8490,1115.8620,1073.4100,1115.6200,1085.6100,2146861900,10148733457.0000,2.764345
2005-06-21,sh.000001,1115.6650,1115.6650,1098.9040,1101.4860,1115.6200,1547809000,7335782311.0000,-1.266922
2005-06-22,sh.000001,1098.9580,1103.2490,1090.7450,1102.0330,1101.4860,1235145300,5901879092.0000,0.049660
2005-06-23,sh.000001,1100.5590,1106.7490,1092.4780,1093.7020,1102.0330,1148488600,5472687518.0000,-0.755960
2005-06-24,sh.000001,1091.9890,1102.2300,1087.6930,1101.8820,1093.7020,1112107500,5084831455.0000,0.747912
2005-06-27,sh.000001,1108.4650,1129.9590,1108.4650,1124.6400,1101.8820,2184238100,10530160508.0000,2.065381
2005-06-28,sh.000001,1120.9450,1120.9450,1105.3410,1108.5880,1124.6400,1345843100,6311797669.0000,-1.427301
2005-06-29,sh.000001,1111.6670,1113.5220,1103.9060,1104.9920,1108.5880,1346937900,6542253118.0000,-0.324383
2005-06-30,sh.000001,1103.4770,1103.4770,1078.1000,1080.9380,1104.9920,1378595900,6406963194.0000,-2.176844
2005-07-01,sh.000001,1077.3130,1077.3130,1053.6310,1055.5940,1080.9380,1359781400,6137893150.0000,-2.344630
2005-07-04,sh.000001,1050.2420,1050.2420,1030.1790,1047.2780,1055.5940,1227595800,5092031903.0000,-0.787807
2005-07-05,sh.000001,1043.8830,1047.8230,1032.5150,1039.0430,1047.2780,1049488500,5146902358.0000,-0.786323
2005-07-06,sh.000001,1040.6990,1044.7790,1028.2200,1033.5450,1039.0430,919642800,4259548336.0000,-0.529134
2005-07-07,sh.000001,1033.2180,1044.0530,1030.4980,1038.5970,1033.5450,857042600,3675447724.0000,0.488803
2005-07-08,sh.000001,1036.4120,1036.4120,1015.3990,1017.9830,1038.5970,1033736700,4339924414.0000,-1.984800
2005-07-11,sh.000001,1026.7900,1043.2070,1009.0380,1011.4990,1017.9830,1133036100,4783909296.0000,-0.636941
2005-07-12,sh.000001,1007.9010,1048.9180,1004.0810,1046.1610,1011.4990,1845780500,8182997692.0000,3.426794
2005-07-13,sh.000001,1044.5780,1045.9430,1033.8100,1037.3940,1046.1610,1282197400,5622988097.0000,-0.838013
2005-07-14,sh.000001,1035.5270,1049.8810,1033.1650,1040.4160,1037.3940,1257109300,5531864993.0000,0.291304
2005-07-15,sh.000001,1039.6090,1046.3640,1021.9860,1026.1150,1040.4160,1275051400,5238358872.0000,-1.374549
2005-07-18,sh.000001,1023.3800,1023.3800,1008.5210,1012.0970,1026.1150,1096484200,4263923089.0000,-1.366124
2005-07-19,sh.000001,1011.0050,1020.6750,1004.6570,1014.3550,1012.0970,988231600,3987357569.0000,0.223101
2005-07-20,sh.000001,1013.9840,1025.1030,1008.6820,1021.0520,1014.3550,1056855900,4443606933.0000,0.660225
2005-07-21,sh.000001,1020.6930,1022.0440,1009.9860,1020.6320,1021.0520,1114036000,4828597703.0000,-0.041132
2005-07-22,sh.000001,1026.1290,1054.6350,1024.0010,1046.3210,1020.6320,2548834900,10988269739.0000,2.516972
2005-07-25,sh.000001,1045.2690,1048.9740,1040.5920,1045.4000,1046.3210,1413410800,6133576306.0000,-0.088025
2005-07-26,sh.000001,1046.5360,1078.0560,1046.5360,1072.8070,1045.4000,2557751000,10988613261.0000,2.621674
2005-07-27,sh.000001,1072.5640,1090.1850,1068.4970,1089.9090,1072.8070,2381234800,10151048405.0000,1.594141
2005-07-28,sh.000001,1090.1100,1097.6340,1083.3570,1086.5480,1089.9090,2469584700,10644640198.0000,-0.308382
2005-07-29,sh.000001,1084.9720,1088.4760,1077.1220,1083.0330,1086.5480,1768394400,7214533126.0000,-0.323503
2005-08-01,sh.000001,1082.7960,1094.1510,1081.1180,1088.9480,1083.0330,1473155100,6157190985.0000,0.546155
2005-08-02,sh.000001,1089.5280,1104.0440,1084.7960,1104.0380,1088.9480,1901501900,7692844548.0000,1.385738
2005-08-03,sh.000001,1106.3170,1120.6790,1103.9040,1107.6990,1104.0380,3143645400,12776479101.0000,0.331602
2005-08-04,sh.000001,1104.9100,1108.1630,1099.1340,1102.5890,1107.6990,1943679800,7868619791.0000,-0.461315
2005-08-05,sh.000001,1102.6200,1129.0680,1102.5960,1128.7430,1102.5890,2709606900,12420792617.0000,2.372058
2005-08-08,sh.000001,1131.8030,1146.7270,1131.8030,1138.8820,1128.7430,3023752600,13802876400.0000,0.898248
2005-08-09,sh.000001,1139.1220,1152.9400,1130.5850,1152.5340,1138.8820,2715409100,12046498213.0000,1.198728
2005-08-10,sh.000001,1153.2090,1165.1270,1144.9500,1165.0330,1152.5340,3142711500,13534191948.0000,1.084471
2005-08-11,sh.000001,1165.4430,1184.2560,1164.1040,1183.5790,1165.0330,3696703700,16887079977.0000,1.591888
2005-08-12,sh.000001,1185.2660,1192.0490,1161.7870,1167.9150,1183.5790,4047875500,18050448555.0000,-1.323439
2005-08-15,sh.000001,1167.0330,1187.7970,1163.8480,1187.0060,1167.9150,3031951900,14789329131.0000,1.634617
2005-08-16,sh.000001,1188.0200,1192.9170,1170.1100,1177.2780,1187.0060,3315537900,15905673659.0000,-0.819543
2005-08-17,sh.000001,1175.1760,1193.5680,1160.0820,1192.8340,1177.2780,3230734100,14750159881.0000,1.321356
2005-08-18,sh.000001,1194.4360,1201.7550,1146.5610,1148.0350,1192.8340,4920149600,22157494645.0000,-3.755673
2005-08-19,sh.000001,1144.4590,1157.3700,1132.8650,1150.1840,1148.0350,3150118500,13643291194.0000,0.187183
2005-08-22,sh.000001,1148.9720,1162.0400,1142.6780,1158.5970,1150.1840,2403319800,10541833524.0000,0.731456
2005-08-23,sh.000001,1158.8290,1159.6310,1139.2390,1149.9570,1158.5970,2184070800,9541762874.0000,-0.745731
2005-08-24,sh.000001,1151.4480,1171.4340,1151.4480,1167.1370,1149.9570,2267410900,9988171132.0000,1.493963
2005-08-25,sh.000001,1167.9990,1172.6900,1157.1830,1172.4750,1167.1370,2423209800,10524238060.0000,0.457360
2005-08-26,sh.000001,1173.0100,1174.5370,1163.9910,1171.8600,1172.4750,2429635600,10435816259.0000,-0.052452
2005-08-29,sh.000001,1171.9990,1172.0140,1147.9340,1154.4280,1171.8600,2433319500,10038648666.0000,-1.487550
2005-08-30,sh.000001,1151.6210,1153.7650,1145.2720,1146.3850,1154.4280,1855186200,8143989898.0000,-0.696706
2005-08-31,sh.000001,1145.8130,1163.5240,1140.0990,1162.7980,1146.3850,2167609900,9602700078.0000,1.431715
2005-09-01,sh.000001,1163.7000,1185.7600,1160.0480,1184.9330,1162.7980,3383047500,15061854155.0000,1.903599
2005-09-02,sh.000001,1187.0620,1188.9130,1179.1090,1188.8480,1184.9330,2892049000,12859547726.0000,0.330402
2005-09-05,sh.000001,1189.0650,1196.8660,1184.0110,1196.2240,1188.8480,2670006600,11748627428.0000,0.620431
2005-09-06,sh.000001,1197.2310,1201.8240,1172.0640,1173.3220,1196.2240,3368527300,15305132545.0000,-1.914522
2005-09-07,sh.000001,1170.7700,1194.5860,1168.5810,1194.3090,1173.3220,2860285100,13196057601.0000,1.788677
2005-09-08,sh.000001,1196.2730,1201.4630,1184.7880,1194.4110,1194.3090,3052805600,14509460137.0000,0.008545
2005-09-09,sh.000001,1194.4950,1204.4560,1184.4230,1189.6250,1194.4110,2215574600,10145676776.0000,-0.400701
2005-09-12,sh.000001,1189.7470,1191.9330,1181.4340,1188.2120,1189.6250,1709668900,7740563991.0000,-0.118774
2005-09-13,sh.000001,1188.2500,1207.4010,1186.2200,1207.1640,1188.2120,2591370500,11717912656.0000,1.594993
2005-09-14,sh.000001,1209.2670,1217.4130,1204.5460,1217.2610,1207.1640,3224376100,14981766088.0000,0.836427
2005-09-15,sh.000001,1217.5190,1218.9410,1210.7180,1217.2810,1217.2610,2721749200,12897080342.0000,0.001645
2005-09-16,sh.000001,1217.4190,1217.7580,1208.5610,1212.9470,1217.2810,2239722500,10462806779.0000,-0.356038
2005-09-19,sh.000001,1213.4860,1220.9740,1210.1880,1220.6270,1212.9470,2465689300,11635692411.0000,0.633163
2005-09-20,sh.000001,1222.2550,1223.5650,1204.8690,1212.6170,1220.6270,3230069200,15130012474.0000,-0.656221
2005-09-21,sh.000001,1210.8520,1210.8520,1186.9810,1187.9880,1212.6170,3179946400,14256992880.0000,-2.031054
2005-09-22,sh.000001,1185.6880,1185.6880,1147.1940,1159.9600,1187.9880,2860227400,13184536857.0000,-2.359289
2005-09-23,sh.000001,1157.2950,1164.5990,1149.7450,1151.9800,1159.9600,1877439400,8582252840.0000,-0.687953
2005-09-26,sh.000001,1150.9330,1155.6040,1147.2680,1155.0420,1151.9800,1453813300,6863233444.0000,0.265804
2005-09-27,sh.000001,1155.0530,1157.7990,1132.5270,1133.2370,1155.0420,1809362900,8530863392.0000,-1.887804
2005-09-28,sh.000001,1131.3170,1142.4900,1129.0540,1131.7740,1133.2370,1475154300,6830650086.0000,-0.129100
2005-09-29,sh.000001,1134.4410,1155.7770,1134.4410,1155.4850,1131.7740,1853699200,8633593137.0000,2.095024
2005-09-30,sh.000001,1156.7700,1158.6980,1150.6270,1155.6140,1155.4850,1449348100,6959506603.0000,0.011167
2005-10-10,sh.000001,1153.6720,1153.6720,1137.2890,1138.9500,1155.6140,1172006500,5461397813.0000,-1.442009
2005-10-11,sh.000001,1137.9480,1157.3030,1133.8950,1157.1920,1138.9500,1342656000,6399253859.0000,1.601657
2005-10-12,sh.000001,1157.4850,1165.6660,1152.2510,1161.8530,1157.1920,1846723100,9335207445.0000,0.402786
2005-10-13,sh.000001,1162.0230,1165.3550,1152.0890,1152.6070,1161.8530,1690523900,8600493455.0000,-0.795795
2005-10-14,sh.000001,1152.3740,1154.3200,1135.5090,1139.5470,1152.6070,1514599900,7740778259.0000,-1.133089
2005-10-17,sh.000001,1138.3790,1138.3790,1121.9680,1131.3750,1139.5470,1513523800,7421971653.0000,-0.717127
2005-10-18,sh.000001,1131.2630,1142.0370,1129.6690,1141.2010,1131.3750,1892809000,9264639121.0000,0.868505
2005-10-19,sh.000001,1141.0520,1150.5940,1132.4790,1134.6080,1141.2010,1890839900,9088381830.0000,-0.577726
2005-10-20,sh.000001,1133.4530,1136.3140,1119.3780,1135.9490,1134.6080,1737181700,8498979298.0000,0.118185
2005-10-21,sh.000001,1135.6100,1145.9900,1132.3580,1141.3180,1135.9490,1801115400,8653627199.0000,0.472646
2005-10-24,sh.000001,1141.3310,1143.4590,1133.9200,1141.1710,1141.3180,1727591300,8118828980.0000,-0.012877
2005-10-25,sh.000001,1140.1730,1140.1730,1121.2860,1121.9180,1141.1710,1692991400,8050067377.0000,-1.687131
2005-10-26,sh.000001,1119.4290,1119.4290,1094.5710,1097.1610,1121.9180,1921183500,8706265866.0000,-2.206664
2005-10-27,sh.000001,1093.9300,1101.2690,1087.4840,1097.7820,1097.1610,1720374200,8081971104.0000,0.056598
2005-10-28,sh.000001,1097.5850,1102.0230,1067.4070,1080.8670,1097.7820,1797392900,8018875998.0000,-1.540838
2005-10-31,sh.000001,1079.0400,1096.1490,1078.2850,1092.8170,1080.8670,1483514200,6516479252.0000,1.105601
2005-11-01,sh.000001,1091.6770,1094.1530,1074.2980,1089.9500,1092.8170,1398550100,6325525521.0000,-0.262356
2005-11-02,sh.000001,1089.9970,1108.8840,1089.9970,1104.7920,1089.9500,1876477900,8157757354.0000,1.361718
2005-11-03,sh.000001,1104.5940,1111.4370,1090.8210,1095.2730,1104.7920,1686269400,7510888302.0000,-0.861614
2005-11-04,sh.000001,1094.2580,1100.4300,1087.8450,1100.0450,1095.2730,1278313800,5950850807.0000,0.435699
2005-11-07,sh.000001,1099.5270,1100.9520,1089.8290,1100.6500,1100.0450,1208227900,5464935472.0000,0.054996
2005-11-08,sh.000001,1099.9400,1111.1190,1092.5390,1110.1470,1100.6500,1531116400,6723296311.0000,0.862849
2005-11-09,sh.000001,1110.5470,1117.0630,1107.6420,1108.1530,1110.1470,1672545300,7503735562.0000,-0.179618
2005-11-10,sh.000001,1106.9440,1106.9440,1086.1000,1088.3010,1108.1530,1615598500,7112323820.0000,-1.791443
2005-11-11,sh.000001,1085.6940,1094.3070,1078.5830,1090.1950,1088.3010,1256003200,5378455751.0000,0.174025
2005-11-14,sh.000001,1089.5590,1089.7090,1083.0230,1088.6530,1090.1950,920268800,3894572787.0000,-0.141442
2005-11-15,sh.000001,1088.5120,1099.0290,1082.5070,1087.5080,1088.6530,1221575300,5351842101.0000,-0.105166
2005-11-16,sh.000001,1086.8260,1096.2970,1075.4310,1095.8900,1087.5080,1260864600,5363158690.0000,0.770749
2005-11-17,sh.000001,1094.8780,1098.6750,1090.3550,1095.3100,1095.8900,1196180200,5135462838.0000,-0.052921
2005-11-18,sh.000001,1095.5210,1122.6100,1093.5290,1116.9990,1095.3100,2248062900,9760979074.0000,1.980167
2005-11-21,sh.000001,1117.7760,1122.8790,1114.2430,1119.9360,1116.9990,1554390600,6496171929.0000,0.262938
2005-11-22,sh.000001,1119.6890,1119.6890,1098.4950,1098.6550,1119.9360,1464680500,5958941132.0000,-1.900198
2005-11-23,sh.000001,1096.5600,1106.4770,1093.9520,1105.7460,1098.6550,1260191900,4988739517.0000,0.645420
2005-11-24,sh.000001,1105.3350,1117.9440,1103.7630,1113.3740,1105.7460,1714095800,7054042652.0000,0.689856
2005-11-25,sh.000001,1113.2830,1115.0810,1107.2130,1114.9160,1113.3740,1550915000,6192051319.0000,0.138497
2005-11-28,sh.000001,1113.8290,1119.3450,1106.9430,1110.8230,1114.9160,1285240800,5410846132.0000,-0.367114
2005-11-29,sh.000001,1109.5690,1110.3050,1095.3440,1096.9860,1110.8230,1187993800,4850380689.0000,-1.245656
2005-11-30,sh.000001,1095.2990,1099.5770,1090.7230,1099.2610,1096.9860,1087597500,4617599443.0000,0.207389
2005-12-01,sh.000001,1098.7840,1104.5630,1094.4380,1098.7470,1099.2610,893211900,4050471415.0000,-0.046762
2005-12-02,sh.000001,1099.7560,1102.7590,1089.5620,1094.2870,1098.7470,1063697400,4672796743.0000,-0.405913
2005-12-05,sh.000001,1093.1010,1093.1010,1077.4050,1079.1970,1094.2870,1122496500,4817780008.0000,-1.378977
2005-12-06,sh.000001,1077.5780,1089.5940,1074.0070,1087.7940,1079.1970,1105274500,4877157993.0000,0.796604
2005-12-07,sh.000001,1087.7410,1100.0480,1086.7330,1099.6150,1087.7940,1038938300,4594163246.0000,1.086699
2005-12-08,sh.000001,1100.6850,1106.3420,1092.9920,1098.3230,1099.6150,1039870900,4671671004.0000,-0.117495
2005-12-09,sh.000001,1097.5150,1114.5840,1094.7380,1113.4770,1098.3230,1348701000,6071547008.0000,1.379745
2005-12-12,sh.000001,1115.7510,1118.5250,1109.0820,1116.3670,1113.4770,1194463700,5462027464.0000,0.259538
2005-12-13,sh.000001,1115.7650,1119.4210,1106.7490,1117.8460,1116.3670,1137609200,5192940033.0000,0.132484
2005-12-14,sh.000001,1117.4700,1127.6290,1110.2060,1125.3870,1117.8460,1502212400,7022886804.0000,0.674602
2005-12-15,sh.000001,1125.6720,1134.8530,1121.5560,1123.5550,1125.3870,1682425900,7606543982.0000,-0.162780
2005-12-16,sh.000001,1122.7330,1127.9410,1118.9360,1127.5080,1123.5550,1261077700,5810025347.0000,0.351830
2005-12-19,sh.000001,1127.8370,1134.5000,1123.5040,1131.7510,1127.5080,1222867800,5214816908.0000,0.376310
2005-12-20,sh.000001,1131.7960,1136.3860,1126.9910,1136.3420,1131.7510,1171271000,5224166565.0000,0.405660
2005-12-21,sh.000001,1135.9770,1142.3930,1128.9430,1130.7590,1136.3420,1229232200,5550112818.0000,-0.491314
2005-12-22,sh.000001,1129.5640,1136.0010,1125.9540,1135.2380,1130.7590,1112153900,5187955174.0000,0.396106
2005-12-23,sh.000001,1135.7050,1144.9380,1135.0740,1144.8710,1135.2380,1447255300,6620143423.0000,0.848539
2005-12-26,sh.000001,1145.7700,1159.7820,1145.3370,1156.8230,1144.8710,1865313300,8583105005.0000,1.043963
2005-12-27,sh.000001,1157.4890,1158.1630,1149.8470,1154.2880,1156.8230,1567388300,7091742297.0000,-0.219138
2005-12-28,sh.000001,1155.1170,1157.1970,1149.2710,1157.0340,1154.2880,1468028600,6585027609.0000,0.237904
2005-12-29,sh.000001,1157.5060,1169.8670,1157.5050,1169.8620,1157.0340,2180339900,10681224358.0000,1.108697
2005-12-30,sh.000001,1171.5750,1173.0640,1158.9660,1161.0570,1169.8620,2002793400,10196713857.0000,-0.752657
2006-01-04,sh.000001,1163.8780,1181.0040,1161.9060,1180.9630,1161.0570,2325854200,11970425035.0000,1.714473
2006-01-05,sh.000001,1183.3050,1197.8370,1180.4510,1197.2690,1180.9630,2948447900,14767201450.0000,1.380740
2006-01-06,sh.000001,1198.8110,1215.5360,1191.6140,1209.4220,1197.2690,3434285600,17130467164.0000,1.015056
2006-01-09,sh.000001,1210.3200,1217.3140,1205.2480,1215.6680,1209.4220,2870665700,14206400301.0000,0.516443
